schema_version,session_id,starting_daily_pnl_usd,starting_utc_day,utc_day,config_fingerprint,code_fingerprint,selected_sports,ts,ticker,sport,league,series_ticker,milestone_id,event_ticker,scheduled_start_ts,event,detail,close_ts,can_close_early,mid,bid,ask,bid_qty,ask_qty
6,53f42bc58d42435d82248ac83e5d779a,-2.0300,2026-07-29,2026-07-29,29354e42ef0c3a5dcfab2220f035fd1be5874df613426379bae1f33e112f560b,3225d938792095e42822872d66b7b9e7b79546a344da7ea98298d40463577392,"[""Tennis""]",1785307511.352183,KXITFWMATCH-26JUL29MAKKUZ-MAK,Tennis,,KXITFWMATCH,efd4b316-d644-47a1-9c01-9150c694f3a5,KXITFWMATCH-26JUL29MAKKUZ,1785301924.0,quote,,1786510800.0,true,81.5000,81.0000,82.0000,15515.18,23770.93
6,53f42bc58d42435d82248ac83e5d779a,-2.0300,2026-07-29,2026-07-29,29354e42ef0c3a5dcfab2220f035fd1be5874df613426379bae1f33e112f560b,3225d938792095e42822872d66b7b9e7b79546a344da7ea98298d40463577392,"[""Tennis""]",1785307511.42276,KXITFWMATCH-26JUL29MAKKUZ-KUZ,Tennis,,KXITFWMATCH,efd4b316-d644-47a1-9c01-9150c694f3a5,KXITFWMATCH-26JUL29MAKKUZ,1785301924.0,quote,,1786510800.0,true,18.5000,18.0000,19.0000,13319.15,27722.70
6,53f42bc58d42435d82248ac83e5d779a,-2.0300,2026-07-29,2026-07-29,29354e42ef0c3a5dcfab2220f035fd1be5874df613426379bae1f33e112f560b,3225d938792095e42822872d66b7b9e7b79546a344da7ea98298d40463577392,"[""Tennis""]",1785307511.491703,KXITFWMATCH-26JUL29YOSKIM-YOS,Tennis,,KXITFWMATCH,9b9eecb5-c6a0-414a-bcf3-57262192676d,KXITFWMATCH-26JUL29YOSKIM,1785301851.0,quote,,1786510800.0,true,62.5000,62.0000,63.0000,4638.60,1339.09
6,53f42bc58d42435d82248ac83e5d779a,-2.0300,2026-07-29,2026-07-29,29354e42ef0c3a5dcfab2220f035fd1be5874df613426379bae1f33e112f560b,3225d938792095e42822872d66b7b9e7b79546a344da7ea98298d40463577392,"[""Tennis""]",1785307511.562679,KXITFWMATCH-26JUL29YOSKIM-KIM,Tennis,,KXITFWMATCH,9b9eecb5-c6a0-414a-bcf3-57262192676d,KXITFWMATCH-26JUL29YOSKIM,1785301851.0,quote,,1786510800.0,true,37.5000,37.0000,38.0000,1784.09,6900.82
6,53f42bc58d42435d82248ac83e5d779a,-2.0300,2026-07-29,2026-07-29,29354e42ef0c3a5dcfab2220f035fd1be5874df613426379bae1f33e112f560b,3225d938792095e42822872d66b7b9e7b79546a344da7ea98298d40463577392,"[""Tennis""]",1785307511.633651,KXITFWMATCH-26JUL29DESJAN-JAN,Tennis,,KXITFWMATCH,81f61a76-c334-455a-ab59-aaab2f2b9045,KXITFWMATCH-26JUL29DESJAN,1785301882.0,quote,,1786510800.0,true,44.5000,44.0000,45.0000,3890.98,1309.08
6,53f42bc58d42435d82248ac83e5d779a,-2.0300,2026-07-29,2026-07-29,29354e42ef0c3a5dcfab2220f035fd1be5874df613426379bae1f33e112f560b,3225d938792095e42822872d66b7b9e7b79546a344da7ea98298d40463577392,"[""Tennis""]",1785307511.7022989,KXITFMATCH-26JUL28CHAHEI-HEI,Tennis,,KXITFMATCH,5ba6a34a-c169-4b0b-b8fd-b835a2127855,KXITFMATCH-26JUL28CHAHEI,1785299809.0,quote,,1786505400.0,true,49.5000,48.0000,51.0000,300.00,703.27
6,53f42bc58d42435d82248ac83e5d779a,-2.0300,2026-07-29,2026-07-29,29354e42ef0c3a5dcfab2220f035fd1be5874df613426379bae1f33e112f560b,3225d938792095e42822872d66b7b9e7b79546a344da7ea98298d40463577392,"[""Tennis""]",1785307511.8151412,KXITFWMATCH-26JUL29DESJAN-DES,Tennis,,KXITFWMATCH,81f61a76-c334-455a-ab59-aaab2f2b9045,KXITFWMATCH-26JUL29DESJAN,1785301882.0,quote,,1786510800.0,true,55.5000,55.0000,56.0000,1450.94,5274.92
6,53f42bc58d42435d82248ac83e5d779a,-2.0300,2026-07-29,2026-07-29,29354e42ef0c3a5dcfab2220f035fd1be5874df613426379bae1f33e112f560b,3225d938792095e42822872d66b7b9e7b79546a344da7ea98298d40463577392,"[""Tennis""]",1785307511.8858602,KXITFMATCH-26JUL28CHAHEI-CHA,Tennis,,KXITFMATCH,5ba6a34a-c169-4b0b-b8fd-b835a2127855,KXITFMATCH-26JUL28CHAHEI,1785299809.0,quote,,1786505400.0,true,49.5000,49.0000,50.0000,2324.83,7482.97
6,53f42bc58d42435d82248ac83e5d779a,-2.0300,2026-07-29,2026-07-29,29354e42ef0c3a5dcfab2220f035fd1be5874df613426379bae1f33e112f560b,3225d938792095e42822872d66b7b9e7b79546a344da7ea98298d40463577392,"[""Tennis""]",1785307511.95667,KXITFWMATCH-26JUL29MALMAM-MAL,Tennis,,KXITFWMATCH,1465101e-caa8-45fd-812d-50d841d472da,KXITFWMATCH-26JUL29MALMAM,1785301775.0,quote,,1786510800.0,true,4.5000,4.0000,5.0000,7598.57,1472.54
6,53f42bc58d42435d82248ac83e5d779a,-2.0300,2026-07-29,2026-07-29,29354e42ef0c3a5dcfab2220f035fd1be5874df613426379bae1f33e112f560b,3225d938792095e42822872d66b7b9e7b79546a344da7ea98298d40463577392,"[""Tennis""]",1785307512.027105,KXITFWMATCH-26JUL29ARAROT-ARA,Tennis,,KXITFWMATCH,732f03cc-f3da-4b91-b7cc-f26188d27ba6,KXITFWMATCH-26JUL29ARAROT,1785301898.0,quote,,1786510800.0,true,79.5000,79.0000,80.0000,4432.78,3708.54
6,53f42bc58d42435d82248ac83e5d779a,-2.0300,2026-07-29,2026-07-29,29354e42ef0c3a5dcfab2220f035fd1be5874df613426379bae1f33e112f560b,3225d938792095e42822872d66b7b9e7b79546a344da7ea98298d40463577392,"[""Tennis""]",1785307513.610367,KXITFWMATCH-26JUL29MAKKUZ-MAK,Tennis,,KXITFWMATCH,efd4b316-d644-47a1-9c01-9150c694f3a5,KXITFWMATCH-26JUL29MAKKUZ,1785301924.0,quote,,1786510800.0,true,81.5000,81.0000,82.0000,15515.18,23770.93
6,53f42bc58d42435d82248ac83e5d779a,-2.0300,2026-07-29,2026-07-29,29354e42ef0c3a5dcfab2220f035fd1be5874df613426379bae1f33e112f560b,3225d938792095e42822872d66b7b9e7b79546a344da7ea98298d40463577392,"[""Tennis""]",1785307513.6865668,KXITFWMATCH-26JUL29MAKKUZ-KUZ,Tennis,,KXITFWMATCH,efd4b316-d644-47a1-9c01-9150c694f3a5,KXITFWMATCH-26JUL29MAKKUZ,1785301924.0,quote,,1786510800.0,true,18.5000,18.0000,19.0000,13319.15,27722.70
6,53f42bc58d42435d82248ac83e5d779a,-2.0300,2026-07-29,2026-07-29,29354e42ef0c3a5dcfab2220f035fd1be5874df613426379bae1f33e112f560b,3225d938792095e42822872d66b7b9e7b79546a344da7ea98298d40463577392,"[""Tennis""]",1785307513.762339,KXITFWMATCH-26JUL29YOSKIM-YOS,Tennis,,KXITFWMATCH,9b9eecb5-c6a0-414a-bcf3-57262192676d,KXITFWMATCH-26JUL29YOSKIM,1785301851.0,quote,,1786510800.0,true,62.5000,62.0000,63.0000,4638.60,1339.09
6,53f42bc58d42435d82248ac83e5d779a,-2.0300,2026-07-29,2026-07-29,29354e42ef0c3a5dcfab2220f035fd1be5874df613426379bae1f33e112f560b,3225d938792095e42822872d66b7b9e7b79546a344da7ea98298d40463577392,"[""Tennis""]",1785307513.9114082,KXITFWMATCH-26JUL29YOSKIM-KIM,Tennis,,KXITFWMATCH,9b9eecb5-c6a0-414a-bcf3-57262192676d,KXITFWMATCH-26JUL29YOSKIM,1785301851.0,quote,,1786510800.0,true,37.5000,37.0000,38.0000,1784.09,6900.82
6,53f42bc58d42435d82248ac83e5d779a,-2.0300,2026-07-29,2026-07-29,29354e42ef0c3a5dcfab2220f035fd1be5874df613426379bae1f33e112f560b,3225d938792095e42822872d66b7b9e7b79546a344da7ea98298d40463577392,"[""Tennis""]",1785307513.985419,KXITFWMATCH-26JUL29DESJAN-JAN,Tennis,,KXITFWMATCH,81f61a76-c334-455a-ab59-aaab2f2b9045,KXITFWMATCH-26JUL29DESJAN,1785301882.0,quote,,1786510800.0,true,44.5000,44.0000,45.0000,3890.98,1309.08
6,53f42bc58d42435d82248ac83e5d779a,-2.0300,2026-07-29,2026-07-29,29354e42ef0c3a5dcfab2220f035fd1be5874df613426379bae1f33e112f560b,3225d938792095e42822872d66b7b9e7b79546a344da7ea98298d40463577392,"[""Tennis""]",1785307514.055486,KXITFMATCH-26JUL28CHAHEI-HEI,Tennis,,KXITFMATCH,5ba6a34a-c169-4b0b-b8fd-b835a2127855,KXITFMATCH-26JUL28CHAHEI,1785299809.0,quote,,1786505400.0,true,49.5000,48.0000,51.0000,300.00,703.27
6,53f42bc58d42435d82248ac83e5d779a,-2.0300,2026-07-29,2026-07-29,29354e42ef0c3a5dcfab2220f035fd1be5874df613426379bae1f33e112f560b,3225d938792095e42822872d66b7b9e7b79546a344da7ea98298d40463577392,"[""Tennis""]",1785307514.124911,KXITFWMATCH-26JUL29DESJAN-DES,Tennis,,KXITFWMATCH,81f61a76-c334-455a-ab59-aaab2f2b9045,KXITFWMATCH-26JUL29DESJAN,1785301882.0,quote,,1786510800.0,true,55.5000,55.0000,56.0000,1450.94,5274.92
6,53f42bc58d42435d82248ac83e5d779a,-2.0300,2026-07-29,2026-07-29,29354e42ef0c3a5dcfab2220f035fd1be5874df613426379bae1f33e112f560b,3225d938792095e42822872d66b7b9e7b79546a344da7ea98298d40463577392,"[""Tennis""]",1785307514.195767,KXITFMATCH-26JUL28CHAHEI-CHA,Tennis,,KXITFMATCH,5ba6a34a-c169-4b0b-b8fd-b835a2127855,KXITFMATCH-26JUL28CHAHEI,1785299809.0,quote,,1786505400.0,true,49.5000,49.0000,50.0000,2324.83,7482.97
6,53f42bc58d42435d82248ac83e5d779a,-2.0300,2026-07-29,2026-07-29,29354e42ef0c3a5dcfab2220f035fd1be5874df613426379bae1f33e112f560b,3225d938792095e42822872d66b7b9e7b79546a344da7ea98298d40463577392,"[""Tennis""]",1785307514.266793,KXITFWMATCH-26JUL29MALMAM-MAL,Tennis,,KXITFWMATCH,1465101e-caa8-45fd-812d-50d841d472da,KXITFWMATCH-26JUL29MALMAM,1785301775.0,quote,,1786510800.0,true,5.5000,5.0000,6.0000,400.40,1684.12
6,53f42bc58d42435d82248ac83e5d779a,-2.0300,2026-07-29,2026-07-29,29354e42ef0c3a5dcfab2220f035fd1be5874df613426379bae1f33e112f560b,3225d938792095e42822872d66b7b9e7b79546a344da7ea98298d40463577392,"[""Tennis""]",1785307514.336425,KXITFWMATCH-26JUL29ARAROT-ARA,Tennis,,KXITFWMATCH,732f03cc-f3da-4b91-b7cc-f26188d27ba6,KXITFWMATCH-26JUL29ARAROT,1785301898.0,quote,,1786510800.0,true,79.0000,77.0000,81.0000,217.10,167.74
6,53f42bc58d42435d82248ac83e5d779a,-2.0300,2026-07-29,2026-07-29,29354e42ef0c3a5dcfab2220f035fd1be5874df613426379bae1f33e112f560b,3225d938792095e42822872d66b7b9e7b79546a344da7ea98298d40463577392,"[""Tennis""]",1785307515.913664,KXITFWMATCH-26JUL29MAKKUZ-MAK,Tennis,,KXITFWMATCH,efd4b316-d644-47a1-9c01-9150c694f3a5,KXITFWMATCH-26JUL29MAKKUZ,1785301924.0,quote,,1786510800.0,true,81.5000,81.0000,82.0000,15515.18,23770.93
6,53f42bc58d42435d82248ac83e5d779a,-2.0300,2026-07-29,2026-07-29,29354e42ef0c3a5dcfab2220f035fd1be5874df613426379bae1f33e112f560b,3225d938792095e42822872d66b7b9e7b79546a344da7ea98298d40463577392,"[""Tennis""]",1785307516.068641,KXITFWMATCH-26JUL29MAKKUZ-KUZ,Tennis,,KXITFWMATCH,efd4b316-d644-47a1-9c01-9150c694f3a5,KXITFWMATCH-26JUL29MAKKUZ,1785301924.0,quote,,1786510800.0,true,18.5000,18.0000,19.0000,13319.15,27722.70
6,53f42bc58d42435d82248ac83e5d779a,-2.0300,2026-07-29,2026-07-29,29354e42ef0c3a5dcfab2220f035fd1be5874df613426379bae1f33e112f560b,3225d938792095e42822872d66b7b9e7b79546a344da7ea98298d40463577392,"[""Tennis""]",1785307516.143599,KXITFWMATCH-26JUL29YOSKIM-YOS,Tennis,,KXITFWMATCH,9b9eecb5-c6a0-414a-bcf3-57262192676d,KXITFWMATCH-26JUL29YOSKIM,1785301851.0,quote,,1786510800.0,true,62.5000,62.0000,63.0000,4638.60,1339.09
6,53f42bc58d42435d82248ac83e5d779a,-2.0300,2026-07-29,2026-07-29,29354e42ef0c3a5dcfab2220f035fd1be5874df613426379bae1f33e112f560b,3225d938792095e42822872d66b7b9e7b79546a344da7ea98298d40463577392,"[""Tennis""]",1785307516.2123342,KXITFWMATCH-26JUL29YOSKIM-KIM,Tennis,,KXITFWMATCH,9b9eecb5-c6a0-414a-bcf3-57262192676d,KXITFWMATCH-26JUL29YOSKIM,1785301851.0,quote,,1786510800.0,true,37.5000,37.0000,38.0000,1784.09,6900.82
6,53f42bc58d42435d82248ac83e5d779a,-2.0300,2026-07-29,2026-07-29,29354e42ef0c3a5dcfab2220f035fd1be5874df613426379bae1f33e112f560b,3225d938792095e42822872d66b7b9e7b79546a344da7ea98298d40463577392,"[""Tennis""]",1785307516.281309,KXITFWMATCH-26JUL29DESJAN-JAN,Tennis,,KXITFWMATCH,81f61a76-c334-455a-ab59-aaab2f2b9045,KXITFWMATCH-26JUL29DESJAN,1785301882.0,quote,,1786510800.0,true,44.5000,44.0000,45.0000,3890.98,1309.08
6,53f42bc58d42435d82248ac83e5d779a,-2.0300,2026-07-29,2026-07-29,29354e42ef0c3a5dcfab2220f035fd1be5874df613426379bae1f33e112f560b,3225d938792095e42822872d66b7b9e7b79546a344da7ea98298d40463577392,"[""Tennis""]",1785307516.3546,KXITFMATCH-26JUL28CHAHEI-HEI,Tennis,,KXITFMATCH,5ba6a34a-c169-4b0b-b8fd-b835a2127855,KXITFMATCH-26JUL28CHAHEI,1785299809.0,quote,,1786505400.0,true,49.5000,48.0000,51.0000,300.00,703.27
6,53f42bc58d42435d82248ac83e5d779a,-2.0300,2026-07-29,2026-07-29,29354e42ef0c3a5dcfab2220f035fd1be5874df613426379bae1f33e112f560b,3225d938792095e42822872d66b7b9e7b79546a344da7ea98298d40463577392,"[""Tennis""]",1785307516.4231522,KXITFWMATCH-26JUL29DESJAN-DES,Tennis,,KXITFWMATCH,81f61a76-c334-455a-ab59-aaab2f2b9045,KXITFWMATCH-26JUL29DESJAN,1785301882.0,quote,,1786510800.0,true,55.5000,55.0000,56.0000,1450.94,5274.92
6,53f42bc58d42435d82248ac83e5d779a,-2.0300,2026-07-29,2026-07-29,29354e42ef0c3a5dcfab2220f035fd1be5874df613426379bae1f33e112f560b,3225d938792095e42822872d66b7b9e7b79546a344da7ea98298d40463577392,"[""Tennis""]",1785307516.53755,KXITFMATCH-26JUL28CHAHEI-CHA,Tennis,,KXITFMATCH,5ba6a34a-c169-4b0b-b8fd-b835a2127855,KXITFMATCH-26JUL28CHAHEI,1785299809.0,quote,,1786505400.0,true,49.5000,49.0000,50.0000,2324.83,7482.97
6,53f42bc58d42435d82248ac83e5d779a,-2.0300,2026-07-29,2026-07-29,29354e42ef0c3a5dcfab2220f035fd1be5874df613426379bae1f33e112f560b,3225d938792095e42822872d66b7b9e7b79546a344da7ea98298d40463577392,"[""Tennis""]",1785307516.608336,KXITFWMATCH-26JUL29MALMAM-MAL,Tennis,,KXITFWMATCH,1465101e-caa8-45fd-812d-50d841d472da,KXITFWMATCH-26JUL29MALMAM,1785301775.0,quote,,1786510800.0,true,5.5000,5.0000,6.0000,400.40,1684.12
6,53f42bc58d42435d82248ac83e5d779a,-2.0300,2026-07-29,2026-07-29,29354e42ef0c3a5dcfab2220f035fd1be5874df613426379bae1f33e112f560b,3225d938792095e42822872d66b7b9e7b79546a344da7ea98298d40463577392,"[""Tennis""]",1785307516.677669,KXITFWMATCH-26JUL29ARAROT-ARA,Tennis,,KXITFWMATCH,732f03cc-f3da-4b91-b7cc-f26188d27ba6,KXITFWMATCH-26JUL29ARAROT,1785301898.0,quote,,1786510800.0,true,79.0000,77.0000,81.0000,217.10,167.74
6,53f42bc58d42435d82248ac83e5d779a,-2.0300,2026-07-29,2026-07-29,29354e42ef0c3a5dcfab2220f035fd1be5874df613426379bae1f33e112f560b,3225d938792095e42822872d66b7b9e7b79546a344da7ea98298d40463577392,"[""Tennis""]",1785307518.2591622,KXITFWMATCH-26JUL29MAKKUZ-MAK,Tennis,,KXITFWMATCH,efd4b316-d644-47a1-9c01-9150c694f3a5,KXITFWMATCH-26JUL29MAKKUZ,1785301924.0,quote,,1786510800.0,true,81.5000,81.0000,82.0000,15515.18,26283.93
6,53f42bc58d42435d82248ac83e5d779a,-2.0300,2026-07-29,2026-07-29,29354e42ef0c3a5dcfab2220f035fd1be5874df613426379bae1f33e112f560b,3225d938792095e42822872d66b7b9e7b79546a344da7ea98298d40463577392,"[""Tennis""]",1785307518.328724,KXITFWMATCH-26JUL29MAKKUZ-KUZ,Tennis,,KXITFWMATCH,efd4b316-d644-47a1-9c01-9150c694f3a5,KXITFWMATCH-26JUL29MAKKUZ,1785301924.0,quote,,1786510800.0,true,18.5000,18.0000,19.0000,13319.15,27722.70
6,53f42bc58d42435d82248ac83e5d779a,-2.0300,2026-07-29,2026-07-29,29354e42ef0c3a5dcfab2220f035fd1be5874df613426379bae1f33e112f560b,3225d938792095e42822872d66b7b9e7b79546a344da7ea98298d40463577392,"[""Tennis""]",1785307518.3976672,KXITFWMATCH-26JUL29YOSKIM-YOS,Tennis,,KXITFWMATCH,9b9eecb5-c6a0-414a-bcf3-57262192676d,KXITFWMATCH-26JUL29YOSKIM,1785301851.0,quote,,1786510800.0,true,62.5000,62.0000,63.0000,5697.10,3430.67
6,53f42bc58d42435d82248ac83e5d779a,-2.0300,2026-07-29,2026-07-29,29354e42ef0c3a5dcfab2220f035fd1be5874df613426379bae1f33e112f560b,3225d938792095e42822872d66b7b9e7b79546a344da7ea98298d40463577392,"[""Tennis""]",1785307518.465217,KXITFWMATCH-26JUL29YOSKIM-KIM,Tennis,,KXITFWMATCH,9b9eecb5-c6a0-414a-bcf3-57262192676d,KXITFWMATCH-26JUL29YOSKIM,1785301851.0,quote,,1786510800.0,true,37.5000,37.0000,38.0000,1784.09,6900.82
6,53f42bc58d42435d82248ac83e5d779a,-2.0300,2026-07-29,2026-07-29,29354e42ef0c3a5dcfab2220f035fd1be5874df613426379bae1f33e112f560b,3225d938792095e42822872d66b7b9e7b79546a344da7ea98298d40463577392,"[""Tennis""]",1785307518.533207,KXITFWMATCH-26JUL29DESJAN-JAN,Tennis,,KXITFWMATCH,81f61a76-c334-455a-ab59-aaab2f2b9045,KXITFWMATCH-26JUL29DESJAN,1785301882.0,quote,,1786510800.0,true,44.5000,43.0000,46.0000,243.00,8.00
6,53f42bc58d42435d82248ac83e5d779a,-2.0300,2026-07-29,2026-07-29,29354e42ef0c3a5dcfab2220f035fd1be5874df613426379bae1f33e112f560b,3225d938792095e42822872d66b7b9e7b79546a344da7ea98298d40463577392,"[""Tennis""]",1785307518.6927,KXITFMATCH-26JUL28CHAHEI-HEI,Tennis,,KXITFMATCH,5ba6a34a-c169-4b0b-b8fd-b835a2127855,KXITFMATCH-26JUL28CHAHEI,1785299809.0,quote,,1786505400.0,true,51.5000,51.0000,52.0000,18436.03,3936.32
6,53f42bc58d42435d82248ac83e5d779a,-2.0300,2026-07-29,2026-07-29,29354e42ef0c3a5dcfab2220f035fd1be5874df613426379bae1f33e112f560b,3225d938792095e42822872d66b7b9e7b79546a344da7ea98298d40463577392,"[""Tennis""]",1785307518.763872,KXITFWMATCH-26JUL29DESJAN-DES,Tennis,,KXITFWMATCH,81f61a76-c334-455a-ab59-aaab2f2b9045,KXITFWMATCH-26JUL29DESJAN,1785301882.0,quote,,1786510800.0,true,54.0000,52.0000,56.0000,8.00,186.02
6,53f42bc58d42435d82248ac83e5d779a,-2.0300,2026-07-29,2026-07-29,29354e42ef0c3a5dcfab2220f035fd1be5874df613426379bae1f33e112f560b,3225d938792095e42822872d66b7b9e7b79546a344da7ea98298d40463577392,"[""Tennis""]",1785307518.833189,KXITFMATCH-26JUL28CHAHEI-CHA,Tennis,,KXITFMATCH,5ba6a34a-c169-4b0b-b8fd-b835a2127855,KXITFMATCH-26JUL28CHAHEI,1785299809.0,quote,,1786505400.0,true,49.5000,49.0000,50.0000,2324.83,7482.97
6,53f42bc58d42435d82248ac83e5d779a,-2.0300,2026-07-29,2026-07-29,29354e42ef0c3a5dcfab2220f035fd1be5874df613426379bae1f33e112f560b,3225d938792095e42822872d66b7b9e7b79546a344da7ea98298d40463577392,"[""Tennis""]",1785307518.902411,KXITFWMATCH-26JUL29MALMAM-MAL,Tennis,,KXITFWMATCH,1465101e-caa8-45fd-812d-50d841d472da,KXITFWMATCH-26JUL29MALMAM,1785301775.0,quote,,1786510800.0,true,5.5000,5.0000,6.0000,400.40,1684.12
6,53f42bc58d42435d82248ac83e5d779a,-2.0300,2026-07-29,2026-07-29,29354e42ef0c3a5dcfab2220f035fd1be5874df613426379bae1f33e112f560b,3225d938792095e42822872d66b7b9e7b79546a344da7ea98298d40463577392,"[""Tennis""]",1785307518.977175,KXITFWMATCH-26JUL29ARAROT-ARA,Tennis,,KXITFWMATCH,732f03cc-f3da-4b91-b7cc-f26188d27ba6,KXITFWMATCH-26JUL29ARAROT,1785301898.0,quote,,1786510800.0,true,79.0000,77.0000,81.0000,217.10,167.74
